进程名称,设备型号,运行日期,前台时长_秒,后台时长_秒,前台能耗_mAh,后台能耗_mAh,前台单位时间能耗_mAh每小时,后台单位时间能耗_mAh每小时,总单位时间能耗_mAh每小时,设备电量,异常分数,异常特征,分析结果
com.youku.phone,vivo iQOO 9,2025-05-26,13985,704,802,581,206.45,2971.02,338.95,24,-0.0187167015215997,前台运行时间过长(3.88小时)、前台能耗过高(802mAh)、后台能耗过高(581mAh)、前台单位时间能耗过高(206.45mAh/小时)、后台单位时间能耗过高(2971.02mAh/小时)、总单位时间能耗过高(338.95mAh/小时)、设备电量较低(24%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.youku.phone
设备型号：vivo iQOO 9
系统版本：V13.0.1.0
运行时段：2025-05-26 15:20:52 至 2025-05-26 19:25:41

### 2. 运行时间异常分析
前台运行时长：233.1分钟
后台运行时长：11.7分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：802mAh
后台能耗：581mAh
前台单位时间能耗：206.45mAh/小时
后台单位时间能耗：2971.02mAh/小时
总单位时间能耗：338.95mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：24%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0187 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.88小时)、前台能耗过高(802mAh)、后台能耗过高(581mAh)、前台单位时间能耗过高(206.45mAh/小时)、后台单位时间能耗过高(2971.02mAh/小时)、总单位时间能耗过高(338.95mAh/小时)、设备电量较低(24%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.qiyi.video,vivo iQOO 9,2025-05-10,22606,720,794,213,126.44,1065.0,155.41,14,-0.0373506378312672,前台运行时间过长(6.28小时)、前台能耗过高(794mAh)、后台能耗过高(213mAh)、后台单位时间能耗过高(1065.00mAh/小时)、设备电量较低(14%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.qiyi.video
设备型号：vivo iQOO 9
系统版本：V12.5.3.0
运行时段：2025-05-10 10:42:52 至 2025-05-10 17:11:38

### 2. 运行时间异常分析
前台运行时长：376.8分钟
后台运行时长：12.0分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：794mAh
后台能耗：213mAh
前台单位时间能耗：126.44mAh/小时
后台单位时间能耗：1065.00mAh/小时
总单位时间能耗：155.41mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。

### 4. 设备状态分析
设备电量：14%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0374 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.28小时)、前台能耗过高(794mAh)、后台能耗过高(213mAh)、后台单位时间能耗过高(1065.00mAh/小时)、设备电量较低(14%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议在低电量时限制高能耗操作
"
com.android.phone,vivo Y76s,2025-05-11,7496,518,588,267,282.39,1855.6,384.08,19,-0.0365684739417679,前台运行时间过长(2.08小时)、前台能耗过高(588mAh)、后台能耗过高(267mAh)、前台单位时间能耗过高(282.39mAh/小时)、后台单位时间能耗过高(1855.60mAh/小时)、总单位时间能耗过高(384.08mAh/小时)、设备电量较低(19%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.phone
设备型号：vivo Y76s
系统版本：V13.1.2.0
运行时段：2025-05-11 16:28:52 至 2025-05-11 18:42:26

### 2. 运行时间异常分析
前台运行时长：124.9分钟
后台运行时长：8.6分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：588mAh
后台能耗：267mAh
前台单位时间能耗：282.39mAh/小时
后台单位时间能耗：1855.60mAh/小时
总单位时间能耗：384.08mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：19%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0366 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.08小时)、前台能耗过高(588mAh)、后台能耗过高(267mAh)、前台单位时间能耗过高(282.39mAh/小时)、后台单位时间能耗过高(1855.60mAh/小时)、总单位时间能耗过高(384.08mAh/小时)、设备电量较低(19%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.autonavi.minimap,vivo X90,2025-05-27,8369,1732,1068,793,459.41,1648.27,663.26,21,-0.0771157562711509,前台运行时间过长(2.32小时)、前台能耗过高(1068mAh)、后台能耗过高(793mAh)、前台单位时间能耗过高(459.41mAh/小时)、后台单位时间能耗过高(1648.27mAh/小时)、总单位时间能耗过高(663.26mAh/小时)、设备电量较低(21%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.autonavi.minimap
设备型号：vivo X90
系统版本：V13.1.2.0
运行时段：2025-05-27 11:43:52 至 2025-05-27 14:32:13

### 2. 运行时间异常分析
前台运行时长：139.5分钟
后台运行时长：28.9分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1068mAh
后台能耗：793mAh
前台单位时间能耗：459.41mAh/小时
后台单位时间能耗：1648.27mAh/小时
总单位时间能耗：663.26mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：21%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0771 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.32小时)、前台能耗过高(1068mAh)、后台能耗过高(793mAh)、前台单位时间能耗过高(459.41mAh/小时)、后台单位时间能耗过高(1648.27mAh/小时)、总单位时间能耗过高(663.26mAh/小时)、设备电量较低(21%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.youku.phone,vivo iQOO 9,2025-05-29,10710,1465,892,488,299.83,1199.18,408.05,15,-0.0395014189034726,前台运行时间过长(2.98小时)、前台能耗过高(892mAh)、后台能耗过高(488mAh)、前台单位时间能耗过高(299.83mAh/小时)、后台单位时间能耗过高(1199.18mAh/小时)、总单位时间能耗过高(408.05mAh/小时)、设备电量较低(15%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.youku.phone
设备型号：vivo iQOO 9
系统版本：V11.2.1.0
运行时段：2025-05-29 14:17:52 至 2025-05-29 17:40:47

### 2. 运行时间异常分析
前台运行时长：178.5分钟
后台运行时长：24.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：892mAh
后台能耗：488mAh
前台单位时间能耗：299.83mAh/小时
后台单位时间能耗：1199.18mAh/小时
总单位时间能耗：408.05mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：15%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0395 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.98小时)、前台能耗过高(892mAh)、后台能耗过高(488mAh)、前台单位时间能耗过高(299.83mAh/小时)、后台单位时间能耗过高(1199.18mAh/小时)、总单位时间能耗过高(408.05mAh/小时)、设备电量较低(15%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.qqlive,vivo Y76s,2025-05-21,22948,92,762,575,119.54,22500.0,208.91,21,-0.1040070714976912,前台运行时间过长(6.37小时)、前台能耗过高(762mAh)、后台能耗过高(575mAh)、后台单位时间能耗过高(22500.00mAh/小时)、总单位时间能耗过高(208.91mAh/小时)、设备电量较低(21%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.qqlive
设备型号：vivo Y76s
系统版本：V12.5.3.0
运行时段：2025-05-21 23:45:52 至 2025-05-22 06:09:52

### 2. 运行时间异常分析
前台运行时长：382.5分钟
后台运行时长：1.5分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：762mAh
后台能耗：575mAh
前台单位时间能耗：119.54mAh/小时
后台单位时间能耗：22500.00mAh/小时
总单位时间能耗：208.91mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：21%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.1040 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.37小时)、前台能耗过高(762mAh)、后台能耗过高(575mAh)、后台单位时间能耗过高(22500.00mAh/小时)、总单位时间能耗过高(208.91mAh/小时)、设备电量较低(21%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.alibaba.android.rimet,vivo NEX 3S,2025-05-21,11602,507,980,519,304.09,3685.21,445.65,28,-0.0228162094874545,前台运行时间过长(3.22小时)、前台能耗过高(980mAh)、后台能耗过高(519mAh)、前台单位时间能耗过高(304.09mAh/小时)、后台单位时间能耗过高(3685.21mAh/小时)、总单位时间能耗过高(445.65mAh/小时)、设备电量较低(28%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.alibaba.android.rimet
设备型号：vivo NEX 3S
系统版本：V12.5.3.0
运行时段：2025-05-21 19:43:52 至 2025-05-21 23:05:41

### 2. 运行时间异常分析
前台运行时长：193.4分钟
后台运行时长：8.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：980mAh
后台能耗：519mAh
前台单位时间能耗：304.09mAh/小时
后台单位时间能耗：3685.21mAh/小时
总单位时间能耗：445.65mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：28%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0228 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.22小时)、前台能耗过高(980mAh)、后台能耗过高(519mAh)、前台单位时间能耗过高(304.09mAh/小时)、后台单位时间能耗过高(3685.21mAh/小时)、总单位时间能耗过高(445.65mAh/小时)、设备电量较低(28%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.sankuai.meituan,vivo X90,2025-05-25,7790,1022,1075,569,496.79,2004.31,671.63,39,-0.0548343616883225,前台运行时间过长(2.16小时)、前台能耗过高(1075mAh)、后台能耗过高(569mAh)、前台单位时间能耗过高(496.79mAh/小时)、后台单位时间能耗过高(2004.31mAh/小时)、总单位时间能耗过高(671.63mAh/小时)、设备电量较低(39%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.sankuai.meituan
设备型号：vivo X90
系统版本：V12.5.3.0
运行时段：2025-05-25 05:45:52 至 2025-05-25 08:12:44

### 2. 运行时间异常分析
前台运行时长：129.8分钟
后台运行时长：17.0分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1075mAh
后台能耗：569mAh
前台单位时间能耗：496.79mAh/小时
后台单位时间能耗：2004.31mAh/小时
总单位时间能耗：671.63mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：39%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0548 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.16小时)、前台能耗过高(1075mAh)、后台能耗过高(569mAh)、前台单位时间能耗过高(496.79mAh/小时)、后台单位时间能耗过高(2004.31mAh/小时)、总单位时间能耗过高(671.63mAh/小时)、设备电量较低(39%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.eg.android.AlipayGphone,vivo Y76s,2025-05-29,12909,369,844,720,235.37,7024.39,424.04,36,-0.0852980318786329,前台运行时间过长(3.59小时)、前台能耗过高(844mAh)、后台能耗过高(720mAh)、前台单位时间能耗过高(235.37mAh/小时)、后台单位时间能耗过高(7024.39mAh/小时)、总单位时间能耗过高(424.04mAh/小时)、设备电量较低(36%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.eg.android.AlipayGphone
设备型号：vivo Y76s
系统版本：V12.1.0.0
运行时段：2025-05-29 05:43:52 至 2025-05-29 09:25:10

### 2. 运行时间异常分析
前台运行时长：215.2分钟
后台运行时长：6.2分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：844mAh
后台能耗：720mAh
前台单位时间能耗：235.37mAh/小时
后台单位时间能耗：7024.39mAh/小时
总单位时间能耗：424.04mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：36%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0853 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.59小时)、前台能耗过高(844mAh)、后台能耗过高(720mAh)、前台单位时间能耗过高(235.37mAh/小时)、后台单位时间能耗过高(7024.39mAh/小时)、总单位时间能耗过高(424.04mAh/小时)、设备电量较低(36%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.alibaba.android.rimet,vivo NEX 3S,2025-05-29,24690,579,1161,256,169.28,1591.71,201.88,33,-0.0272896278497276,前台运行时间过长(6.86小时)、前台能耗过高(1161mAh)、后台能耗过高(256mAh)、前台单位时间能耗过高(169.28mAh/小时)、后台单位时间能耗过高(1591.71mAh/小时)、总单位时间能耗过高(201.88mAh/小时)、设备电量较低(33%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.alibaba.android.rimet
设备型号：vivo NEX 3S
系统版本：V11.2.1.0
运行时段：2025-05-29 02:10:52 至 2025-05-29 09:12:01

### 2. 运行时间异常分析
前台运行时长：411.5分钟
后台运行时长：9.7分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1161mAh
后台能耗：256mAh
前台单位时间能耗：169.28mAh/小时
后台单位时间能耗：1591.71mAh/小时
总单位时间能耗：201.88mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：33%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0273 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.86小时)、前台能耗过高(1161mAh)、后台能耗过高(256mAh)、前台单位时间能耗过高(169.28mAh/小时)、后台单位时间能耗过高(1591.71mAh/小时)、总单位时间能耗过高(201.88mAh/小时)、设备电量较低(33%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.android.systemui,vivo X90,2025-05-05,10423,333,1295,612,447.28,6616.22,638.27,19,-0.0829774313396813,前台运行时间过长(2.90小时)、前台能耗过高(1295mAh)、后台能耗过高(612mAh)、前台单位时间能耗过高(447.28mAh/小时)、后台单位时间能耗过高(6616.22mAh/小时)、总单位时间能耗过高(638.27mAh/小时)、设备电量较低(19%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.systemui
设备型号：vivo X90
系统版本：V12.1.0.0
运行时段：2025-05-05 21:00:52 至 2025-05-06 00:00:08

### 2. 运行时间异常分析
前台运行时长：173.7分钟
后台运行时长：5.5分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1295mAh
后台能耗：612mAh
前台单位时间能耗：447.28mAh/小时
后台单位时间能耗：6616.22mAh/小时
总单位时间能耗：638.27mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：19%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0830 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.90小时)、前台能耗过高(1295mAh)、后台能耗过高(612mAh)、前台单位时间能耗过高(447.28mAh/小时)、后台单位时间能耗过高(6616.22mAh/小时)、总单位时间能耗过高(638.27mAh/小时)、设备电量较低(19%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.mobileqq,vivo NEX 3S,2025-05-07,18785,303,1470,632,281.71,7508.91,396.44,10,-0.0881162513032954,前台运行时间过长(5.22小时)、前台能耗过高(1470mAh)、后台能耗过高(632mAh)、前台单位时间能耗过高(281.71mAh/小时)、后台单位时间能耗过高(7508.91mAh/小时)、总单位时间能耗过高(396.44mAh/小时)、设备电量较低(10%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.mobileqq
设备型号：vivo NEX 3S
系统版本：V13.0.1.0
运行时段：2025-05-07 15:53:52 至 2025-05-07 21:12:00

### 2. 运行时间异常分析
前台运行时长：313.1分钟
后台运行时长：5.0分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1470mAh
后台能耗：632mAh
前台单位时间能耗：281.71mAh/小时
后台单位时间能耗：7508.91mAh/小时
总单位时间能耗：396.44mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：10%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0881 (分数越低越异常)
检测到的异常特征：前台运行时间过长(5.22小时)、前台能耗过高(1470mAh)、后台能耗过高(632mAh)、前台单位时间能耗过高(281.71mAh/小时)、后台单位时间能耗过高(7508.91mAh/小时)、总单位时间能耗过高(396.44mAh/小时)、设备电量较低(10%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.netease.cloudmusic,vivo X80,2025-05-17,24803,744,1185,341,172.0,1650.0,215.04,13,-0.0154710481296487,前台运行时间过长(6.89小时)、前台能耗过高(1185mAh)、后台能耗过高(341mAh)、前台单位时间能耗过高(172.00mAh/小时)、后台单位时间能耗过高(1650.00mAh/小时)、总单位时间能耗过高(215.04mAh/小时)、设备电量较低(13%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.netease.cloudmusic
设备型号：vivo X80
系统版本：V12.5.3.0
运行时段：2025-05-17 09:10:52 至 2025-05-17 16:16:39

### 2. 运行时间异常分析
前台运行时长：413.4分钟
后台运行时长：12.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1185mAh
后台能耗：341mAh
前台单位时间能耗：172.00mAh/小时
后台单位时间能耗：1650.00mAh/小时
总单位时间能耗：215.04mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：13%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0155 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.89小时)、前台能耗过高(1185mAh)、后台能耗过高(341mAh)、前台单位时间能耗过高(172.00mAh/小时)、后台单位时间能耗过高(1650.00mAh/小时)、总单位时间能耗过高(215.04mAh/小时)、设备电量较低(13%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.android.phone,vivo X90,2025-05-31,24619,309,1676,259,245.08,3017.48,279.44,30,-0.0615775848896659,前台运行时间过长(6.84小时)、前台能耗过高(1676mAh)、后台能耗过高(259mAh)、前台单位时间能耗过高(245.08mAh/小时)、后台单位时间能耗过高(3017.48mAh/小时)、总单位时间能耗过高(279.44mAh/小时)、设备电量较低(30%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.phone
设备型号：vivo X90
系统版本：V12.5.3.0
运行时段：2025-05-31 20:17:52 至 2025-06-01 03:13:20

### 2. 运行时间异常分析
前台运行时长：410.3分钟
后台运行时长：5.2分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1676mAh
后台能耗：259mAh
前台单位时间能耗：245.08mAh/小时
后台单位时间能耗：3017.48mAh/小时
总单位时间能耗：279.44mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：30%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0616 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.84小时)、前台能耗过高(1676mAh)、后台能耗过高(259mAh)、前台单位时间能耗过高(245.08mAh/小时)、后台单位时间能耗过高(3017.48mAh/小时)、总单位时间能耗过高(279.44mAh/小时)、设备电量较低(30%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.alibaba.android.rimet,vivo S15,2025-05-06,17522,266,1475,419,303.05,5670.68,383.31,24,-0.0399171318371117,前台运行时间过长(4.87小时)、前台能耗过高(1475mAh)、后台能耗过高(419mAh)、前台单位时间能耗过高(303.05mAh/小时)、后台单位时间能耗过高(5670.68mAh/小时)、总单位时间能耗过高(383.31mAh/小时)、设备电量较低(24%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.alibaba.android.rimet
设备型号：vivo S15
系统版本：V12.1.0.0
运行时段：2025-05-06 20:00:52 至 2025-05-07 00:57:20

### 2. 运行时间异常分析
前台运行时长：292.0分钟
后台运行时长：4.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1475mAh
后台能耗：419mAh
前台单位时间能耗：303.05mAh/小时
后台单位时间能耗：5670.68mAh/小时
总单位时间能耗：383.31mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：24%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0399 (分数越低越异常)
检测到的异常特征：前台运行时间过长(4.87小时)、前台能耗过高(1475mAh)、后台能耗过高(419mAh)、前台单位时间能耗过高(303.05mAh/小时)、后台单位时间能耗过高(5670.68mAh/小时)、总单位时间能耗过高(383.31mAh/小时)、设备电量较低(24%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.ss.android.ugc.aweme,vivo iQOO 9,2025-05-21,8623,241,1260,512,526.04,7648.13,719.68,21,-0.0993405206409269,前台运行时间过长(2.40小时)、前台能耗过高(1260mAh)、后台能耗过高(512mAh)、前台单位时间能耗过高(526.04mAh/小时)、后台单位时间能耗过高(7648.13mAh/小时)、总单位时间能耗过高(719.68mAh/小时)、设备电量较低(21%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.ss.android.ugc.aweme
设备型号：vivo iQOO 9
系统版本：V12.5.3.0
运行时段：2025-05-21 14:47:52 至 2025-05-21 17:15:36

### 2. 运行时间异常分析
前台运行时长：143.7分钟
后台运行时长：4.0分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1260mAh
后台能耗：512mAh
前台单位时间能耗：526.04mAh/小时
后台单位时间能耗：7648.13mAh/小时
总单位时间能耗：719.68mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：21%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0993 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.40小时)、前台能耗过高(1260mAh)、后台能耗过高(512mAh)、前台单位时间能耗过高(526.04mAh/小时)、后台单位时间能耗过高(7648.13mAh/小时)、总单位时间能耗过高(719.68mAh/小时)、设备电量较低(21%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
